text,translation,in_toxic,toxicity,time,time_prediction,time_translation
@suitelifeofkell that's freakin' cooool   i love twitter .haha,@suitelifeofkell eso es jodidamente genial me encanta Twitter .haha,False,0.0429859459400177,0.6522688865661621,0.03787350654602051,0.6143715381622314
@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. ,@ I3renda tal vez. no hay nada de malo en ser cariñoso. pero trata de no preocuparte demasiado.,False,0.03988521173596382,0.6340672969818115,0.038802385330200195,0.5952644348144531
why does Brissa not even know she has a twitter? -Lauren ,¿Por qué Brissa ni siquiera sabe que tiene un twitter? -Lauren,False,0.0008303195354528725,0.6152153015136719,0.03944754600524902,0.5757672786712646
@jbrotherlove I thought it was a great love story ,@jbrotherlove Pensé que era una gran historia de amor.,False,0.0008576775435358286,0.6868162155151367,0.03571677207946777,0.6510989665985107
@enbaldarlingg No that's just the mirror you're looking in. ,@enbaldarlingg No ese es solo el espejo en el que te estás mirando.,False,0.004822299350053072,0.6037909984588623,0.03780078887939453,0.5659897327423096
@amandahesser thanks!  i couldn't have done it without you  ,@amandahesser gracias! no podría haberlo hecho sin ti,False,0.0010730813955888152,0.7003424167633057,0.0396876335144043,0.6606543064117432
wow that was neat thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter ,Wow eso fue genial gracias a Dios! OVERITNOW&lt;3 me disculpo por compartir mi momento espiritual con el público en general de Twitter,False,0.0006811467465013266,0.6348397731781006,0.03951072692871094,0.5953285694122314
... 31 days until I leave for Ontario!! ,... ¡¡31 días hasta que me vaya a Ontario!!,False,0.003742675995454192,0.5715999603271484,0.03729891777038574,0.5343003273010254
Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! ,¡Acabo de hablar con mi familia en #Japón a través de #Skype! ¡Me encanta ver crecer a mi pequeño sobrino de 16 meses!,False,0.02878522500395775,0.6450405120849609,0.037413597106933594,0.6076264381408691
@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser ,@LissyM ahh acabo de ver que habías escrito eso ¿dónde te dice que alguien te habló? esto apesta pero mcfly lo consiguió jaja perdedor,True,0.9324765205383301,0.6537125110626221,0.039009809494018555,0.6147019863128662
@KaciMaureen holy laundry woman! ,@KaciMaureen ¡santa lavandera!,False,0.16373933851718903,0.6087014675140381,0.034990549087524414,0.5737104415893555
@iamdiddy I hate it too but I just got back from the trainer. Go! ,@iamdiddy Yo también lo odio pero acabo de regresar del entrenador. ¡Ir!,False,0.09753630310297012,0.626751184463501,0.03731584548950195,0.5894343852996826
@markhoppus lol youï¿½re so fucking funny ,@markhoppus lol eres tan jodidamente divertido,True,0.990916907787323,0.6267061233520508,0.03693580627441406,0.5897696018218994
working on setting up my ipod touch which as of today is officially mine!! ,trabajando en la configuración de mi ipod touch que a partir de hoy es oficialmente mío!!,False,0.000857177481520921,0.6377427577972412,0.03724813461303711,0.6004936695098877
@nikhilnarayanan saw the tvc yesterday.. worked for me ,@nikhilnarayanan vio el tvc ayer... funcionó para mí,False,0.0008208302315324545,0.7132012844085693,0.03679203987121582,0.6764085292816162
Jon could totally say Mannies and Peddies and I would shut my fat face about it.  ,Jon podría decir perfectamente Mannies y Peddies y yo me callaría la boca al respecto.,True,0.9293279051780701,0.6455104351043701,0.03582024574279785,0.6096899509429932
@magopus Hahaha! Well if they ever run out of ideas I'm nominating you to come up with some good ones. ,@magopus Jajaja! Bueno si alguna vez se quedan sin ideas te nomino para que propongas algunas buenas.,False,0.0025088798720389605,0.6249172687530518,0.036859989166259766,0.5880565643310547
A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. ,Un amigo tiene ganas de una cerveza un lunes por la noche. Eso nunca es bueno. Pero la cerveza siempre es buena. Siempre.,False,0.0010502877412363887,0.6119656562805176,0.03707003593444824,0.574894905090332
@hopeinhell One usually follows the other no? ,@hopeinhell Uno suele seguir al otro ¿no?,False,0.002460629679262638,0.7264423370361328,0.03602194786071777,0.6904194355010986
@special72 Thanks Special 72!  ,@special72 ¡Gracias Especial 72!,False,0.0008430106099694967,0.6231644153594971,0.037160634994506836,0.586003303527832
Good luck for Lauren and the rest of the cast of TBS can't wait for something to leak ,Buena suerte para Lauren y el resto del elenco de TBS no puedo esperar a que se filtre algo.,False,0.001142819062806666,0.6943163871765137,0.036472320556640625,0.6578435897827148
Shoot For The Moon! Even if you miss you'll land among the stars. ,¡Disparar a la luna! Incluso si fallas aterrizarás entre las estrellas.,False,0.2039019614458084,0.6003623008728027,0.036994218826293945,0.5633673667907715
@JohnHays hmm that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too ,@JohnHays hmm con eso no estoy del todo de acuerdo porque soy el más creativo y vibrante de la noche por alguna razón... pero también necesito dormir 2,False,0.00105913239531219,0.623898983001709,0.037481069564819336,0.5864174365997314
@izzakizza nada just tryna holla holla.   hows the mixtape coming up?,@izzakizza nada solo intenta holla holla. ¿Cómo va el mixtape?,False,0.0014832498272880912,0.6359868049621582,0.037724971771240234,0.5982611179351807
@aussie_ali  yep it makes it so much easier to get points across in 140 ,@aussie_ali sí hace que sea mucho más fácil obtener puntos en 140,False,0.0013205392751842737,0.647111177444458,0.03646564483642578,0.6106445789337158
@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention but I suppose another set of eyes could hurt not.,@snarkattack @amoir digna de congelarse ya le ha prestado su atención académica pero supongo que otro par de ojos no harían daño.,False,0.00671965628862381,0.6447763442993164,0.03882861137390137,0.6059472560882568
http://twitpic.com/2y2jf - my cupcakes ,http://twitpic.com/2y2jf - mis pastelitos,False,0.0026383481454104185,1.1799595355987549,0.037297964096069336,1.1426610946655273
@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit I use #expletives too I think) ,@purrplexa ¡Y es algo maravilloso! Estoy totalmente a favor de usar todo el idioma inglés (mierda también uso #improperios creo),True,0.7648159265518188,0.6366147994995117,0.03790283203125,0.5987112522125244
@mynameisgerard haha! i'm not saying u should try it.. but maybe u should ,@mynameisgerard jaja! No digo que debas intentarlo... pero tal vez deberías,False,0.015736166387796402,0.6488807201385498,0.039556264877319336,0.6093235015869141
back from school long walk! its flippin cold outside  2 days ago it was sunny next day raining and today snowing!,De regreso de la escuela ¡largo paseo! Hace un frío increíble afuera. Hace 2 días estaba soleado al día siguiente llovía y hoy nevaba.,False,0.00787193514406681,0.672921895980835,0.0352931022644043,0.6376280784606934
@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits ,@sisterpatterson Acabo de comer masa cruda para galletas de una tina y ahora a la cama. Debemos ser almas gemelas,False,0.0061516654677689075,0.674067497253418,0.037732839584350586,0.6363341808319092
@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing great movie i thought of your song..  nighty night,@JonathanRKnight: de acuerdo. ¿Internet? aleatorio. pero me gusta aleatorio. vi baile sucio gran pelicula pense en tu cancion. buenas noches,False,0.007741725537925959,0.6605970859527588,0.037384033203125,0.6232125759124756
@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time ,@blooms5887 Solo usa Tweetdeck y puedes actualizar Facebook y Twitter al mismo tiempo,False,0.0006959467427805066,0.6351633071899414,0.03724312782287598,0.5979194641113281
@firestoned - Dude stars are always awesome.    Surprised to see you tweeting.,@firestoned - Amigo las estrellas siempre son geniales. Me sorprende verte tuiteando.,False,0.0007933094748295844,0.6296272277832031,0.03651857376098633,0.5931081771850586
@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  ,@nsastrasasmita k. voy a tratar de averiguarlo. me voy a la cama. buenas noches,False,0.008505385369062424,0.681471586227417,0.038141489028930664,0.6433296203613281
amazing night with llama and malcolm and megan&lt;---fuck the theatre! ,noche increíble con llama malcolm y megan&lt;---¡al diablo con el teatro!,True,0.9802674055099487,0.7133755683898926,0.03715181350708008,0.6762230396270752
@kayotae Just had a martini myself. ,@kayotae Acabo de tomarme un martini.,False,0.0015714345499873161,0.6424508094787598,0.03676438331604004,0.6056859493255615
city all day soo happy to be home. school in the morning ,ciudad todo el día tan feliz de estar en casa. escuela por la mañana,False,0.0007167929434217513,0.6326322555541992,0.037944793701171875,0.59468674659729
My spring break= watching moviess all day everyday for a week ,Mis vacaciones de primavera = ver películas todo el día todos los días durante una semana,False,0.0007494085584767163,0.6324787139892578,0.03710341453552246,0.5953748226165771
@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!,@PushPlayNICK &quot;El abuelo quiere una hielera y algo de carne&quot;. ¡George López mandass!,False,0.040626879781484604,0.638099193572998,0.03721880912780762,0.6008799076080322
@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! ,@KatiePorrello gracias Katie! dirigiéndose al club mientras hablamos! tú también tienes una noche estelar... tómalo con calma hogareño!!,False,0.002439564559608698,0.6218934059143066,0.037407875061035156,0.5844852924346924
http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone Peter Paul &amp; Mary  My fav def.,http://www.youtube.com/watch?v=cLe9pJSRas0 ¿Dónde se han ido todas las flores Peter Paul y Mary? Mi favorito definitivamente.,False,0.007099132984876633,0.6211156845092773,0.03728532791137695,0.5838298797607422
shhhhhhhhhh....time to watch the Hills. ,shhhhhhhhhh... hora de ver las colinas.,False,0.002245323732495308,0.7531764507293701,0.03948187828063965,0.7136938571929932
since posting the 2 new photos on my website with the kids my hit count went up...way way way up. love to china for 5000 views alone. ,desde que publiqué las 2 fotos nuevas en mi sitio web con los niños mi número de visitas aumentó... mucho mucho mucho. amo a China solo por 5000 visitas.,False,0.0039197541773319244,0.6446232795715332,0.03770089149475098,0.606921911239624
@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  ,@JonathanRKnight ¡Oh es el verdadero Jon! Todos estamos tan emocionados de que tú y los chicos volvieran con nosotros. ¡Apreciamos todo lo que pones ahí!,False,0.0009341441909782588,0.6247594356536865,0.03695201873779297,0.5878074169158936
@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' ,@LonelyBob ¡Gracias! Estoy en casa prácticamente en todas partes. Siempre que tenga banda ancha ... bromeando,False,0.0007924349629320204,0.6013035774230957,0.03624296188354492,0.5650601387023926
Callin it a night! I always have the best sleep after a good workout!! ,¡Llámalo una noche! ¡Siempre duermo mejor después de un buen entrenamiento!,False,0.0034663593396544456,0.6851203441619873,0.0377349853515625,0.6473846435546875
@Infinitarchitek Feels pretty good doesn't it? ,@Infinitarchitek Se siente bastante bien ¿no?,False,0.0009021207806654274,0.6283185482025146,0.038701534271240234,0.5896158218383789
@stee322 but you did go to hash bash anyway.. ,@stee322 pero fuiste a hash bash de todos modos...,False,0.011306443251669407,0.6026196479797363,0.036547183990478516,0.5660712718963623
@loltothepower correction i GOT a badass fringe. ,@loltothepower corrección TENGO un flequillo rudo.,False,0.5854434370994568,0.6360599994659424,0.037056922912597656,0.5990021228790283
@procoder hmmm sure sure  so what r u upto ? hows the day for u?,@procoder hmmm claro claro entonces ¿qué estás haciendo? ¿Qué tal el día para ti?,False,0.00089731888147071,0.6180832386016846,0.037972211837768555,0.5801103115081787
@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV,@ninasplayground Estoy de acuerdo. Mis hijos recibieron &quot;Quién soy yo&quot; 4 Navidad. Es muy divertido pero descubrí que mi hijo de 4 años hacía trampa al mirar el reflejo en la televisión.,False,0.001451605698093772,0.6307189464569092,0.03826761245727539,0.5924506187438965
My hair is blue. ,mi cabello es azul,False,0.0015674513997510076,0.5997891426086426,0.036895751953125,0.5628929138183594
@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night ,@wendy_bowser ¡Gracias por las amables palabras! Te lo agradezco. Tener una gran noche,False,0.0006122184568084776,0.6074483394622803,0.037056922912597656,0.5703909397125244
stressing over this math test...uhhh....2 days till spring break!!!! ,estresado por este examen de matemáticas... uhhh... ¡¡¡dos días hasta las vacaciones de primavera!!!,False,0.0009775040671229362,0.6659886837005615,0.03651714324951172,0.6294710636138916
@MintCool uh because we really need each other plus you'd be my designated driver on PCH ,@MintCool uh porque realmente nos necesitamos además serías mi conductor designado en PCH,False,0.0009917974239215255,0.6164684295654297,0.036559104919433594,0.5799088478088379
@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN ,@EMPRESSYEN ¿QUÉ CHUCKLIN ACERCA DE LA SRA. YEN?,False,0.0011009637964889407,0.6070094108581543,0.03642988204956055,0.5705788135528564
@ijustine the gym is an awesome place! work it out ,¡@ijustine el gimnasio es un lugar increíble! resolverlo,False,0.008072740398347378,0.6116914749145508,0.03617739677429199,0.5755131244659424
@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then ,@augustography hmmm creo que necesitamos que subas colinas... realmente estarás pecando entonces,False,0.002094580791890621,0.6520111560821533,0.040889739990234375,0.6111204624176025
Just won 20$ on unc game ,Acabo de ganar 20$ en el juego UNC,False,0.0011319024488329887,0.5746078491210938,0.03431582450866699,0.5402913093566895
Really tired. Going to prepare for bed. G'night! ,Realmente cansado. Voy a prepararme para ir a la cama. ¡Buenas noches!,False,0.009185262024402618,0.729823112487793,0.03798270225524902,0.6918396949768066
@keyannaaa the new story of your life will include magic fountain with me ,@keyannaaa la nueva historia de tu vida incluirá fuente mágica conmigo,False,0.0026318994350731373,0.6318645477294922,0.037485361099243164,0.5943787097930908
Im getting nervous that this trip tomorrow may be a little boring. Haha oh well i always have my trusty ipod and my books of course  lol,Me estoy poniendo nervioso porque este viaje de mañana puede ser un poco aburrido. Jaja oh bueno siempre tengo mi ipod de confianza y mis libros por supuesto lol,False,0.006734541617333889,0.6684002876281738,0.036867380142211914,0.6315324306488037
should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep ,debería irme a la cama... tal vez lo haga... pero estoy pensando en poner a Anastasia en mi computadora portátil mientras me duermo,False,0.004336862359195948,0.6939918994903564,0.03836870193481445,0.6556227207183838
@ijustine http://twitpic.com/1ff65 - I love ur top ,@ijustine http://twitpic.com/1ff65 - Me encanta tu top,False,0.0008722624043002725,0.723707914352417,0.03733968734741211,0.6863679885864258
still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy someone could make money off a twitter manual... ,Todavía zumbando desde SIETAR... gracias a @pattidigh por traspasar los viejos límites. Chico alguien podría ganar dinero con un manual de Twitter...,False,0.0007447180687449872,0.6155614852905273,0.03934192657470703,0.5762186050415039
@yoshigi I have terrible back and neck aches too... Get a good chair that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. ,@yoshigi También tengo terribles dolores de espalda y cuello... Consigue una buena silla eso ayudará. Estoy esperando a que llegue mi &quot;SWOPPER&quot;.,False,0.03460101783275604,0.7365028858184814,0.03864169120788574,0.6978609561920166
@juneaurock Hellz yeah definitely downloading. Thanks ,@juneaurock Hellz sí definitivamente descargando. Gracias,False,0.00982690043747425,0.6337764263153076,0.03731942176818848,0.5964558124542236
http://twitpic.com/2y2jz - we are so stinkin cute ,http://twitpic.com/2y2jz - somos tan apestosamente lindos,True,0.8510081768035889,0.711296558380127,0.037384748458862305,0.6739106178283691
@Lyndeeezy hahah not yet! but soon. very soon ,@Lyndeeezy jaja aún no! pero pronto. muy pronto,False,0.015194163657724857,0.6752622127532959,0.03814983367919922,0.6371116638183594
Very happy with my new blog design - nice to see recent post and popular posts listed together and it looks great! ,Muy feliz con el nuevo diseño de mi blog. Es bueno ver las publicaciones recientes y las publicaciones populares enumeradas juntas ¡y se ve genial!,False,0.0005374049651436508,0.6305956840515137,0.036800384521484375,0.5937948226928711
@michaelgrainger we have much more than that in common my friend!! ,¡¡@michaelgrainger tenemos mucho más que eso en común amigo mío!!,False,0.0012959444429725409,0.6336774826049805,0.03664731979370117,0.597029447555542
@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police,@ben_mayer mejor que sea. No quiero tener que ir a buscarte y salvar al perro. ¡Pero yo podria! Soy los 4 animales. Llame a la policía idiota,False,0.3697268068790436,0.710101842880249,0.038187503814697266,0.6719138622283936
@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka heaven and eggs ba to? ,@klaris ¿volviste a agregar la mezcla de condimentos knorr a tus panqueques? Jejeje. espera ¿es el cielo y los huevos?,False,0.06975802034139633,0.7937042713165283,0.0371546745300293,0.7565488815307617
@Westneyrhindxx hello westney  what are you doing ?? x,@Westneyrhindxx hola westney ¿qué estás haciendo? X,False,0.0016868357779458165,0.6983668804168701,0.03593015670776367,0.6624362468719482
@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight ,@WhereisKevinn bueno mi noche parece bastante aburrida en comparación con los golpes que has experimentado esta noche,False,0.0019244080176576972,0.6621198654174805,0.037352800369262695,0.6247663497924805
@jephjacques I love the way you draw giraffe eyelashes. ,@jephjacques Me encanta cómo dibujas las pestañas de jirafa.,False,0.027977129444479942,0.619434118270874,0.03761410713195801,0.5818192958831787
@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too ,@SwitchItNow ahhh brillo Bock en Austin ¡SÍ! gracias por el @reply de Twitter para que yo también pueda revivir,False,0.0010281262220814824,0.6707248687744141,0.0379178524017334,0.6328065395355225
@holytshirt Glad to read it! ,@holytshirt ¡Me alegra leerlo!,False,0.00754897017031908,0.6039419174194336,0.038360595703125,0.5655806064605713
spent the evening outside in the beautiful warm weather. finally feels like spring ,Pasé la noche afuera en el hermoso clima cálido. finalmente se siente como la primavera,False,0.0006777107482776046,0.6098628044128418,0.0355229377746582,0.5743389129638672
pullin an all nighter wit my bffl madison ,tirando toda la noche con mi bffl madison,False,0.1747470498085022,0.5985705852508545,0.03626656532287598,0.5623037815093994
@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! ,@AttractMode Gracias por organizar un gran evento. ¡No puedo esperar a las inevitables secuelas!,False,0.0006864631432108581,0.6485435962677002,0.0373539924621582,0.6111891269683838
I don't know why I still find this hilarious after hearing it like 200 times in a row but I doooo  ? http://blip.fm/~3x8ok,No sé por qué me sigue pareciendo divertido después de escucharlo como 200 veces seguidas pero ¿no? http://blip.fm/~3x8ok,False,0.004509464837610722,0.6866519451141357,0.037902116775512695,0.6487493515014648
@thenub you are too ,@thenub tú también,False,0.19206014275550842,0.6150796413421631,0.036455392837524414,0.5786235332489014
@jimmycarr that big oaf can play piano? ,@jimmycarr ¿ese patán puede tocar el piano?,False,0.21401484310626984,0.6732532978057861,0.035616397857666016,0.6376361846923828
Bryon is my tea bitch ,Bryon es mi perra del té,True,0.9803378582000732,0.6281168460845947,0.0363619327545166,0.5917544364929199
@mattbraga Oh they can stay. You on the other hand... ,@mattbraga Oh pueden quedarse. Tú en cambio...,False,0.03434579074382782,0.6035537719726562,0.038431644439697266,0.5651216506958008
I am gonna help my mom get a twitter ,Voy a ayudar a mi mamá a tener un twitter.,False,0.03550146147608757,0.6119441986083984,0.03779172897338867,0.5741517543792725
@lavsmohan...... Yup!! saw the entire match....reached office late.. ,@lavsmohan...... ¡Sí! vi todo el partido... llegué tarde a la oficina...,False,0.001456102472729981,0.6420688629150391,0.05622673034667969,0.5858409404754639
going to bed. My bb isn't working &amp; I'm bored.  Night all. Love me harder tomorrow than you did today. Peace Prayers &amp; Blessings.,ir a la cama. Mi bb no funciona y estoy aburrido. Noche todo. Ámame más fuerte mañana de lo que lo hiciste hoy. Paz oraciones y bendiciones.,False,0.0026944754645228386,0.6085786819458008,0.037418365478515625,0.571159839630127
@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon ,@DEEJAY_BOOGIE lo intentamos para evitar el tráfico pero esperas volver pronto.,False,0.020267881453037262,0.6988353729248047,0.03680419921875,0.6620306968688965
India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day India would have won the third test too ,¡India gana una serie de pruebas en Nueva Zelanda después de 41 años! Si no hubiera sido por la lluvia del último día India también habría ganado la tercera prueba,False,0.0013799603329971433,0.6133897304534912,0.03605508804321289,0.5773336887359619
@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side ,@ashvala ¡Estaba conduciendo en Old madras road en mi bicicleta! No existe un concepto llamado estacionamiento al costado,False,0.0031304059084504843,0.6236848831176758,0.039522409439086914,0.5841619968414307
@upstatement can I apply to be in your class too? ,@upstatement ¿puedo solicitar estar en su clase también?,False,0.0013567454880103469,0.6189758777618408,0.03532981872558594,0.5836455821990967
is reading manga  http://plurk.com/p/mzp1e,está leyendo manga http://plurk.com/p/mzp1e,False,0.0014818896306678653,0.6005549430847168,0.0373537540435791,0.5632007122039795
@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.,@BradmanTV Gracias... parecía el momento adecuado. Me encanta tu programa. Tus canciones me traen alegría.,False,0.0005851881578564644,0.6399848461151123,0.036278724670410156,0.603705644607544
@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. ,@Adri_Mane ROflmao... niqqa por favor. eres un tonto ahora.,True,0.9312487840652466,0.6008880138397217,0.03591585159301758,0.5649716854095459
@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 ,@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8,False,0.0015912532107904553,0.695258617401123,0.03664112091064453,0.6586167812347412
@vjl also your website seems to be down FYI. pity I wanted to check it out  sure you knew that though.,@vjl también su sitio web parece estar caído FYI. Lástima quería comprobarlo seguro que lo sabías.,False,0.016856668516993523,0.6885876655578613,0.036580562591552734,0.6520066261291504
@LindzNicole so let's make it right! ,@LindzNicole ¡hagámoslo bien!,False,0.01629258506000042,0.603877067565918,0.037432193756103516,0.566443920135498
@Lexi_83 We.... went professional in October 2008 we've just not update any of our websites or anything until yesterday ,@Lexi_83 Nosotros... nos convertimos en profesionales en octubre de 2008 simplemente no actualizamos ninguno de nuestros sitios web ni nada hasta ayer.,False,0.0006196440663188696,0.6236922740936279,0.03620338439941406,0.5874886512756348
@rhonda_brown thanks for the tip on Sam's Club! ,@rhonda_brown ¡gracias por el consejo sobre Sam&#39;s Club!,False,0.0007616338552907109,0.6355299949645996,0.036675453186035156,0.5988540649414062
@KourtneyKardash yep Mornings are the Best! nighttime is chill time ,@KourtneyKardash sí ¡Las mañanas son las mejores! la noche es hora de relajarse,False,0.0010715388925746083,0.6472268104553223,0.03600740432739258,0.6112189292907715
@pocketfulofme yay!!! hehe TWINS ,@pocketfulofme yay!!! jejeje GEMELOS,False,0.2968015670776367,0.5939335823059082,0.03550601005554199,0.5584268569946289
@jolilore Thank you ,@jolilore Gracias,False,0.0006507504731416702,0.6011462211608887,0.035825252532958984,0.5653202533721924
&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows really. XD,&quot;Ciudad de Ember&quot; fue IMPRESIONANTE!!! ASÍ que tengo que terminar el libro y leer el siguiente (¿unos?) ahora. ¿Hora de ir a la cama posiblemente? Quién sabe de verdad. XDD,False,0.004922001156955957,0.686924934387207,0.03742527961730957,0.6494989395141602
OMG I would have died!!! actually no I take that back...I keep an updated version on my X:drive so it's all good ,Dios mío me hubiera muerto!!! en realidad no me retracto... Mantengo una versión actualizada en mi unidad X: así que todo está bien,False,0.05643192306160927,0.645270824432373,0.03758358955383301,0.6076865196228027
@trugiaz You and i mate! ,@trugiaz ¡Tú y yo pareja!,False,0.027144677937030792,0.5774810314178467,0.03646445274353027,0.5410158634185791
 just watched the movie Wanted... it was pretty darn good.,Acabo de ver la película Wanted... estuvo bastante buena.,False,0.006350742187350988,0.6030609607696533,0.03732633590698242,0.5657339096069336
just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  ,Acabo de llegar a casa de Neil&#39;s. vi la lista de reproducción de Nick &amp; Nora... bastante divertida,False,0.0007496303296647966,0.607377290725708,0.035308837890625,0.5720677375793457
@theexclamation ah yes twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun ,@theexclamation ah sí Twitter parece ser el lugar perfecto para quejarse y perder el tiempo. ahora esa es mi idea de diversión,False,0.17322592437267303,0.6161274909973145,0.03707766532897949,0.5790493488311768
@donniewahlberg hell yeah! there's the effin man! ,@donniewahlberg ¡Diablos sí! ahí está el hombre effin!,False,0.4464411735534668,0.6171305179595947,0.03731131553649902,0.5798184871673584
@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people ,@roshnimo No seas perezoso... prueba algunas... las herramientas son para hacerles la vida más fácil a los perezosos,True,0.7057490944862366,0.6073789596557617,0.03642463684082031,0.5709536075592041
@aiduong Oh goodness I didn't know you could message friends on here! Hello Ai ,@aiduong ¡Dios mío no sabía que podías enviar mensajes a tus amigos aquí! hola ai,False,0.000986503902822733,0.6056604385375977,0.03595399856567383,0.5697057247161865
Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! ,Piensa que todos deben ir a comprar la canción de Tina Parol Who&#39;s Got Your Money en iTunes... ¡AHORA MISMO!,False,0.001103935413993895,0.6826975345611572,0.03718233108520508,0.645514726638794
can't wait for vegas ,no puedo esperar a las vegas,False,0.0012640198692679405,0.5801181793212891,0.03621673583984375,0.5439009666442871
@theDebbyRyan Hey Debby ,@theDebbyRyan Hola Debby,False,0.02179344929754734,0.5978963375091553,0.03547167778015137,0.5624244213104248
One sixty six in bowling. Holy shit lol ,Uno sesenta y seis en bolos. Santa mierda jajaja,True,0.9243104457855225,0.6451284885406494,0.03623700141906738,0.6088910102844238
dear dbq you were a pain in the asssss. i'm glad i'm DONE with you! ,querido dbq fuiste un dolor en el culo. ¡Me alegro de haber terminado contigo!,True,0.971503496170044,0.6116881370544434,0.03681588172912598,0.5748717784881592
and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are),y ahora me voy a la cama después de una noche increíble charlando con un tipo increíble (ya sabes quién eres),False,0.001329556806012988,0.6091558933258057,0.03651595115661621,0.5726392269134521
@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great thanks. How about you? ,@lhawthorn ¡Qué coincidencia! Solo estaba siguiendo tu cuenta de Twitter y las noticias de GSoC. ;) Estoy muy bien gracias. ¿Y tú?,False,0.0009296005591750145,0.623934268951416,0.036966800689697266,0.5869665145874023
has discovered that she loves easter crafts eggs hot cross buns... feel like watching the prince of egypt to aid my easter meditations ,ha descubierto que le encantan las manualidades de pascua los huevos los bollos cruzados calientes... tengo ganas de ver al príncipe de egipto para ayudarme en mis meditaciones de pascua,False,0.000942495244089514,0.6923251152038574,0.03542065620422363,0.6569037437438965
Didn't get my nap before thinking I really need one now. Be back later twitterpeeps. ,No dormí mi siesta antes pensando que realmente necesito una ahora. Vuelvo más tarde twitterpeeps.,False,0.0009516975260339677,0.6129071712493896,0.037729501724243164,0.5751771926879883
Trying to figure out a way to pay it forward ,Tratando de encontrar una manera de pagarlo,False,0.0007096531917341053,0.632293701171875,0.035790443420410156,0.5965027809143066
oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!,oh oh oh !!! Voy a comprar Crepúsculo en DVD hoy. ¡Tengo que extender mi sobregiro por segunda vez en tantas semanas para que yo también pueda hacerlo!,False,0.00446415226906538,0.6433842182159424,0.03740811347961426,0.6059756278991699
my very first twitter  awww,mi primer twitter awww,False,0.005472618620842695,0.6092536449432373,0.03641223907470703,0.5728409290313721
@SimonBotes glad you like ,@SimonBotes me alegra que te guste,False,0.005090340971946716,0.6220641136169434,0.03589892387390137,0.5861647129058838
