target,tweet
4,@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up 
4,@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; 
4,Megan is hanging out 
4,Going to bed and then up early to prep for an interview in Cleveland tomorrow 
4,A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs
4,That was sick. Soma rocks. 
4,@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..
4,@victoriaerin HEYYYYYYYYYYY YOU 
4,"Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace "
4,@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?
4,on my psp browser for the first time in over a year 
4,@aparajuli good luck to you 
4,Is glad the Angels won their first game of the season. 
4,@misstoriblack I have absolutely no doubt that I will!  here's to your continued success 
4,Another day in the office... 2 days to go.  http://twitpic.com/2y2y1
4,@mattimassacre nice  yeah so wish I could afford those things
4,@loic I want to see that too! But it'll take so long to get 800 friends.. 
4,Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. 
4,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
4,Studying with friends!  that's my update
4,@piercethevic im glad everythings going good for you guys 
4,"@JonathanRKnight Don't worry about it, we are just happy to have you on here! "
4,"@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. "
4,@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? 
4,ty  @GR8FL - soon I upload too  Emmylou Harris ï¿½ I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc
4,cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek 
4,Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! 
4,"@jennmae awesome.  home from work around 430, and then have to take the puppy out, then to Capones. "
4,@nerdist  That photo IS Vegas 
4,@elissakim  yeah!  opening day too!
4,@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! 
4,@fmsQuatro the A's are my AL team 
4,had a really good day    off to do some shoppping
4,@kamy775 ok..I did it...hope it works now 
4,@amp451 good night  sweet dreamz
4,@i140 I hope that Scentsational doesn't get dissed 
4,will invite people to twitter. 
4,@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news 
4,@cookrn woohoo!  yeah that day i was rockin it hard core  
4,"@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  "
4,@imalcolmjames no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah 
4,"If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. "
4,"@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result "
4,@larryczerwonka Exactly!! 
4,i wonder how long i can stay up until i pass out and wake up again at 6 
4,@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! 
4,@Jonathanrknight so good knight and sleep well.  I know I will now!! 
4,exhausted! but glad i got to see UNC become national champs!  
4,Centrelink wasnt as bad as I thought it was going to be !!!! 
4,@davesjessica wouldn't want you any other way! 
4,Is hella excited cuz the Italian is here 
4,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram "
4,"It was quick, but exhausting. 1 day @ a time "
4,Jasmine and Bohdi are here for the holidays!! 
4,@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?
4,going outside to jump on my trampoine  WOOOT!
4,@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates 
4,"@HuntersMama1985 LOL, I was thinking the same thing "
4,"@JonathanRKnight Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  "
4,@Suai Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! 
4,@DonnieWahlberg I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...
4,"@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?"
4,"i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming "
4,"@ma_shinka go on, Mary's listening "
4,@TheAshBall 
4,nodame cantabile is &lt;3. I think I'm falling in love with classical music. 
4,"...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep."
4,@markegli &amp; @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. 
4,"new jersey, here i come "
4,on facebook 
4,"@Vonster good point, 2 draw  2 don't  nice quote though. I like that."
4,@Croconaw goodnight 
4,"@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! "
4,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!
4,BOOM BOOM POW-oops 
4,The Super Red Diva !!!  Stupid University 
4,This latest episode of NewNowNext is like full of awesome! 
4,"When you just want things to end, remember to have faith because one day, it's all going to be alright "
4,@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!
4,@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. 
4,"@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun."
4,Artistic affirmation from a drunk lady was kinda just what I needed! 
4,@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow 
4,"A je kakï¿½en rip od Trenutek resnice? Link, link, link "
4,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry 
4,tweeting from my brand new Sony PSP... just because I CAN!!  
4,@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! 
4,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone "
4,@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! 
4,@danielc Sorry it wasn't Wrath of Khan.  But we made do. 
4,"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n"
4,@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then 
4, aww dont make me blush!
4,trying to figure this thing out 
4,watching &quot;The Princess Bride&quot; I want a Wesley!!! 
4,@lisaholmes you can buy my fiances duplex in Terwillegar 
4,@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!
4,@ddlovato I am so FUCKING jealous of you girl. Have fun though  xxx
4,@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao
4,@pixelpipe any updates for iPhone OS 3.0 yet? I miss you guys 
4,"Denise, I love you. "
4,"Happy Morning, la toat? lumea!  "
4,@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life 
4,vote for @xxStephy http://www.tripcentral.ca/PHP/funny/index.php?action=playVideo&amp;videoID=89 !  yayyy
4,"Played @ gpokr.com, busted some n00b arses  waiting for pokerstars freeroll to begin and having coffeeeeeee!!!"
4,@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24
4,Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there 
4,@pepstein Type it on the blog post and print it 
4,@fachatc  Obi und Hornbach. #Baumarkt (via twitter.com): @fachatc  Obi und Hornbach. #Baumarkt http://tiny.. http://tinyurl.com/d9wnza
4,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. "
4,Watching Keith Olbermann(late late rerun) then it's on to The Daily Show which is having Michael J. Fox on as guest. My high school crush 
4,@imagejennation @whitrt we found a great Chinese place to hang out at 
4,"@esotericsean heh, thanks for advertising my skills "
4,@pmeanwellralph not at ALL.  I was SO offline from here for about 6 wks with my PACKING and then MOVING to #Vegas. 
4,@aaminahh I'm excited about the books you received too! 
4,@DonnieWahlberg 8 more days Wahlberg.. .then it's YOU and ME !!    Finally!!!
4,@everyone if im following u. . .its mandatory u follow me 
4,@codelust the dvd is with me. will bring when we meet next 
4,@Sexxyindividual well i dunno..i didnt give him an ans yet  u kno who am i talkin bout??
4,@pkahleeb how that big baby boy doing? How are you and Em doing? Have you figured out you may never get a full nights rest again? 
4,@coryBasil Hurry up and be the first person to publish a book of twitters! 
4,@stevonelson  I like that one. I've used it on a project here.
4,playing with my new toys 
4,A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. 
4,@marsacademy ugh I am so jealous of you. I miss those boys. Tell them I say hi. 
4,Budget: A method for going broke methodically.    #1liners
4,@naughtyhaughty Sooo chill!  So what part do u live in? I went 2 Laguna Creek in South Sac then got my own place in Citrus Heights...
4,@StacieLane  How are you? Was good seeing you @ Lip Service last week!
4,@KeepinUpWKris omg you are the best mom...your girls are blessed 
4,is watching CSI : NY.  ) Excited for Lighting Workshop. 
4,Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha
4,shares Yeheeyyy! My karma has gone up  http://plurk.com/p/mzrpe
4,"@javajive humm, the iStore had alot of similiar reqs. Maybe you should head their way "
4,@pocketfulofme hahaha i so should of! but my nails were wet. hehe.but he was helpful  he flipped the magazine pages for me 
4,Blackberry Bold and Kingston 8gb microsd card en route 
4,@ontheMAPP DITTO! not as good as the Nirvana Sandwiches 
4,@augustineiv Thank you 
4,@kcarruthers *flicks hair* I prefer to be called a &quot;twenius&quot; 
4,"@Steve_Buscemi And the weather in England, at this hour of the morning (6:47 am) is cool, gloomy &amp; crap. YOU have a nice day, mate! "
4,Im going to JAY LENO!!! 
4,"@DonnieWahlberg Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! "
4,ADD ME ON MYSPACE!!!  myspace.com/LookThunder
4,@JonathanRKnight how does it feel to have thousands of girls anwering ur every twitter? Must be cool 
4,"I'm up. quite... err, early. My colleague &amp; i are off for outfit hunting. Need some new gowns. Gonna leave my 2 big babies sleeping. "
4,agghhhh  looosing my mind!!!!
4,"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!"
4,ugh... allergies are killing me tonight! this house is driving me crazy! you and i should just run off and live in a bubble together  yes?
4,"@DaveLindquist casting director called me today, she's wicked excited &amp; is presenting us to the producers. I'll let you know when I know "
4,@busybeeblogger I hope so too. More movies where we get to see his lil Gilles again hopefully 
4,"just gott homeee, sawww the haunting off conetticuttt. haha SCARYYY!  going to florida on thursdayyy! &lt;3"
4,@legmar @linnix glad to see my household problems entertain you 
4,@surfclubhit hope you had fun 
4,is home. Hmmm how lovely to be in 85 degree weather. 
4,@stacylav Then I'll you a Vancooooooover shout out to your new &quot;personal&quot; account. 
4,@EricBttn Yeah right!! Just hang out with the cast and accidentally have ALEX fall in love with you too right??? 
4,There's always something good happening in our lives. We just have to open our eyes and take time to realize... 
4,@brainstormprick broke ya record and i got 2 witness it  yaaaay!
4,@DerekHousman holler boooooo! haha I founnndddd you 
4,@AngelsMind hey hey. 
4,Great to see you following us as well @mazda3rev 
4,@frenchGCfan I live in Sweeeeden  it's SO boring here -.-
4,@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! 
4,@_writersblock_  me too. thought I was going to bed but had to reply to jon &amp; donnie 
4,Just bought a car!!! YAY for me! 
4,"@ddlovato heydemi  whats up? haha, i just wanted to say i love you music and your a really talented person. love to hear from you &lt;3"
4,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!"
4,OMG .. Have to load up the iPOD off to Fresno tomorrow.. I need to stay entertained.  Leaving at 4 am urrrggg!
4,That would be why @JonathanRKnight laughed at me when I told him my username has caca in it. lol 
4,"Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. "
4,@wolfsoul Thanks!  
4,"@HeatherSullivan and, by the way, thanks for helping me define that better. "
4,@laurenrodriguez try it and see. it's all trial and error. 
4,"@MrSabur sweet, thank you "
4,And p.s. I'm getting paid to boss my sister around 
4,Yess! Twittering from my phone again! 
4,"@anaperiodista still its fun to go out there. im jealous, you were at Wrigley field though., i might have to go out there this summer "
4,"@LBheart_Jessica Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! "
4,@ycsing that's nicki our monday night drag queen... 
4,@pointlesswords Sorry no credit - switched Jose for Xavier 
4,@warp I love that Aussie cattle dog story 
4,@MFeatherstone way to pick a winner! 
4,"called my hunnybunny, and i miss her already!  night lova'!"
4,"@willkuhn Granular synth tutorial = cute  Oh, and very informative, too."
4,100 followers - that is exciting 
4,"@paul_e_wog haha, I dunno about the gay..I read it more in a Strong Bad voice. "
4,Trying out the new Riedel glasses 
4,@JonathanRKnight I am beginning to think that you are now finally Twiverted 
4,"Hungry! Hungry hungry hungry. Starvin' like Marvin. Only, he isn't starvin' anymore, I just fed him his nightly fish-food "
4,@noarmsjames my lovely man is cooking me dinner and then we're going for a walk 
4,@RumLover if more than one lady agrees to attend with with you then I am fine with it! 
4,I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. 
4,@DonnieWahlberg you make me smile 
4,@lucky_23 Your avatar is teh purdiness 
4,"@jennifermf totally know what u mean!this late night stuff has been 2 my detriment 4 YEARS,lol;society is discriminatory toward night ppl "
4,Survived the night time gherkins.  Heads swimming with ideas this morning.  Only a few of them are actually workable. Time to get busy! 
4,I'm on brookes computer on piczo and twitter watching viva la bam. ?luv it? its 1:00 am and still in my skinny jeans. 
4,@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again 
4,@youtube  check it out  my page subcribe updating soon http://www.youtube.com/user/KoolKidzBlock
4,really hungry...so i grabbed some ice cream from the freeze. 
4,I'm new and lost 
4,@rveturis that is very sweet of you to say 
4,@PhoneBoy I can't wait to read that. 
4,My pinky toe has been broken for months. I should be concerned :| 
4,goodnight everyone 
4,I loved today 
4,@EmilyCello Nessun realmente! ... I guess &quot;No! Davvvero!&quot; is what you mean 
4,I noticed a lot of Apple product placement tonight  #hhrs
4,class surprised me with a bday cake in Lit class. best bday surprise in a LOOOOOONNNNG while 
4,@nikan Did it just begin to... reveal the true nature of the company? 
4,@Twinnadryl lol freak session wit ya wifey eh? hah 
4,@ilvdbch yes I've met many a good one. The last one just kinda sucked 
4,yeah guys i will totally bring dublin to the party. he would love the company. 
4,noches twitterricolsss 
4,"@azmamakim Now I get to take Ash to and from school   Mornings will be crazy, but my kiddos will love it!"
4,@benhamin thank you 
4,@hsumilo too much playing wii la ... dont bluff 
4,@islandcubfree but of course bud 
4,@hellhousemedia ok thank you for the modivation 
4,@mandiebear I promise.I am so tired today I think it'll be an early one for me too. Tis 4pm &amp; I'm stuffed  #blib
4,"@Bncngoffthwlls Like the ones i have now, but am willing to look at other ones "
4,@sarahmorrmorr having a marathon now!!!!! 
4,@chasepino I wish I was as cool as you.. 
4,is sitting around...wondering what's next!  
4,"@CheapyD sweet, new episode of cagcast, thnx cheapy "
4,"Boredum.. can be, well.... boring. lol Still figuring out twitter.. HI Mitchel... lol sorry im bugging you but i only have 3 peeps so far "
4,so sleepy. good times tonight though 
4,@DonnieWahlberg My kids get up and wish you a good morning  They donï¿½t know what time it is in america 
4,@NickityNatNat Color it purple! 
4,"@Lee_Knight lmao! thanks Lee XD, would u like to join in our craziness as well lolol  ROFL come &amp; join we don't bite.. not hard anyway! ;)"
4,back in kY!! 
4,@ddlovato I saw u were on and I just wanted to say hi! U r an amazin person + an inspiration.Thank you so much! I hope I can meet u 1 day 
4,@AK_NG you are not insane your husband tho not to sure 
4,"@Skiddybabyyy baha. leave it to them to start a fight ,, grr, oh well atleast it makes for amazing entertainment "
4,@RightNowRadio here's one more music to cool it down.  ? http://blip.fm/~3x99s
4,@ferretfreakx4  I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe
4,@turtlebus i want a seahorse. 
4,"@ddlovato , i lovee you  check out hermans hermits. old, but classic group  i got like 4 of their songs stuck in my head  reply? &lt;3"
4,@erin2011 If you have any questions about journalism don't hesitate!   Good luck with everything!
4,@nicolerichie that was my favorite show/series when i was little! 
4,hi Dianna ...this is so cool ... i just recently started twittering 
4,"@briancrouch yeah, you and i are both rockin' bothell. maybe i'll see you at the next event or fred meyer's or something "
4,"@JonathanRKnight HOWEVER, I'm NOT turning status updates on 4 u becuz I have insomnia &amp; u'll just wake me up. Only D is allowed 2 do that "
4,@KevinRuddPM: you're a dead set legend! Please make the broadbands super fast I will love you forever. 
4,"@jessewilson I just wasted 2 hours, when all I needed was that null  Thanks heaps - it works perfectly now."
4,"soon, i'm going to bed "
4,@veronica78 guess i better make more tweets for @JonathanRKnight to give us a &quot;sweet&quot; bedtime story!  plz!
4,is BAKING ! HAHAHA. With abby and nikki !  http://plurk.com/p/mzsld
4,Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P
4,@Wwailord mkay deal 
4,@wmmarc great interview! Glad to see it 
4,@JonathanRKnight A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. 
4,Uploading photos first before leaving 
4,@ddlovato PLEASE FOLLOW ME DEMI!!! 
4,"Coding on my Hp Mini 1000, I had said I won't this but this keyboard doesn't hurts  "
4,@BkBap Ahhh sound advice. 
4,"@abigaillovesyou LOL, well, that happens. But its worth it.  You've got me wanting to make a midnight run to the convenience store."
4,@DaveB41 can you help? 
4,"@GhostTheory sorry, I'm a little late on this response to the 'sample of EVP question'... which one are you referring to?   J"
4,@ddlovato Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own 
4,Finally almost home 
4,it worked! Now i have this feeling that i might have to sleep outside... 
4,"@point_moot Odd, I was just listening to the scotch_mist version of &quot;15 Step&quot; when you replied. "
4,@shanzer22 i know right 
4,So far kinda really liking Espresso over Dreamweaver. Handcoding html/css ftw 
4,"@KnightOwl89 Sounds good,  I wish i could have done it but I'm determined to find them in the park. They better be in there!"
4,aaaaahhhh.... finally done. next stop zippy's. 
4,"@WeTheTRAVIS &quot;Don't Speak Liar&quot; is my favorite of your songs, I'm looking forward to hearing it in Orlando  Get well soon!  ((((hugs))))"
4,"@StacieLane Oh...well, never mind then.  lol But what if a guy you really liked had a mama like that?"
4,Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! 
4,@kylefox No problem. Let me know if you know of anyone who's looking to get into photography and may be interested. 
4,@JonathanRKnight  I totally agree!!! why r we limited on what we need to speak out about- i need more than 140! lol its sooo random 
4,@MerCleve go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. 
4,"Nooning The Wedding and Old Man Sharted and throwing moon pies as we venture to Macon, Georgia "
4,Sent an email to one of my undergraduate professors - she replied back saying I made her day 
4,"@RyanStar  Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! "
4,@spencerordonez although we have lot work to do and cannot wait to start this project 
4,Karaokï¿½ @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO 
4,"@GABBYiSACTiVE mmmmmm coffee please, LOL "
4,And so a down day on the market...happy my stocks held up 
4,@garyphayes I don't know what I want. If you search SilkCharm Chocolate you'll see the recommendations... crowdsourced chocolate 
4,im going to danniis party nd im gona dress up as a giant duck  yaay!!
4,@emmajapan Congrats on being so quick for your double pass. Pls email your details to sales@fashionpalette.com.au to claim your tix. 
4,@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. 
4,leave approved! europe here i come  thanks singapore airlines for the cheap flights 
4,@starrkissed hope you feel better  J
4,@KittyBuffieKat  I havent but since you turned me on to it..I will  all of them! http://bit.ly/dRsN8
4,"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! "
4,@dhollings Your TwitterTips bar runs like a dream on FF 3.0.8 
4,night twittys! i hope to dream of  johnny depp again 
4,@Mgpotter You're cute 
4,looooong day finally come to an end. as long as the bebes stay asleep. haha  bring on tomorrow!! B-)
4,@KingdomGuard @hothobolover I guess we will make him have guest appearance in ours then 
4,"@aiorselvar A brand spanking new Aior, to boot "
4,http://twitpic.com/2y3cc - new baawwnggggg!  but no green. sigh.
4,signing off now  ttual
4,@poptopvw Cool arent they? I love them  Makes life so easy!
4,i fell of the tredmill today in sport 
4,Look closely at the sign   ?
4,"going to the sunshine coast on Thursday  should be pretty awesome, i can update my tan "
4,@Cookcj I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? 
4,"Packing, then airport off to Alaska  Please don't lose my luggage AlaskaAir!!!"
4,"@ryuuenx no the other guys you mentioned, haha  its cool ive been posting up random stuff for the past hour&amp; been getting a kick out of it"
4,"@SilkCharm re: #nbn as someone already said, does fiber to the home mean we will all at least be regular now "
4,My Chumby blasting 80's tunes....good times.  http://www.matthartley.com/chumby.html
4,@privarma I hope the Rupee symbol won't look like the &quot;R&quot; they use in Reliance 
4,@jenniferg07 it is all in good fun we know you don't want to kiss a girl. 
4,@OfficialJagex you could use twitter to give us more info about MechScape o.0 Please 
4,listening to then by Brad Paisley! 
4,@ashleeadams doesn't make you look fat at all man. Good photo. 
4,"almost late for work had ten minutes to get ready, the lack of sleep had it's consequences. factory on friday. beachbar on sunday "
4,"@joycekim haha, I have not told him yet. "
4,@heidimontag I think that it's going to be a good season 
4,"well in that case, you know what i mean, hahaha i love a good...whatever role you decide to take on. "
4,@row_13 www.Raideil.com has great hosting. I don't know about domain but you should check them out. 
4,losing time 
4,people amaze me 
4,hit up my myspace - im goin to sleep tho so peace. www.myspace.com/dxckinyamouth 
4,@lvesckmelody .......i  watched the previews that they've been playing way too much.... it looks really bad!! Stop watching it.   haha ...
4,Four more days till i get to see the girlfriend 
4,"I'm too much of a twitter lurk to use this. I will anyway, though. "
4,"@hertbeat it is still only 1st coffee of the day for me ! Happy Tuesday, off to see Jeff Dunham and Achmed the dead terrorist tonight ! "
4,"WOAH! Have never been so stoked, Ive just found out a way to move to London next year instead of in three  Im so happpy."
4,Home just in time for Chelsea Lately 
4,@jlsbby http://twitpic.com/2y0fo - cutest dog ever  what's his name?
4,"I was watching Pride and Prejudice, one of the  best movies ever, I love this movie! and the book too "
4,"Up early again. Work today, off tomorrow, course Thursday, off Friday. So not so bad! "
4,@arlenecd OH ISH!!! I WAS JUST KIDDING!!! WHERE IN CALI IS THIS @?!?!? 
4,@Starrbby when u move back to jersey its gonna be better 
4,@JonathanRKnight You tweet while I'm doing a newscast or while I'm sleeping...I can't win! I'm glad u had a fantastic show...sleep well 
4,@jerimee It's over...thankfully 
4,talking to william 
4,@heidimontag Great episodes.  Didnt know there would be two!
4,"Trying something new.  New job, new hopes, dreams.... "
4,"@Kelly_N_Va I got your tweets!  Sorry, I was distracted by two heavenly bodies.  "
4,will eat lunch  http://plurk.com/p/mztfi
4,@dezine it's also amusing how many people who DID complain about Bush's spending are suddenly supportive of Obama's!  #tlot
4,"@GinaDeAngelo ha, definitely not vegan. I'm drinking it, still alive too. All is well "
4,going to sleep! twitter has been on drugs today. Nighty night! 
4,"@stonedi Awww, you're so sweet. Thank you for the compliment "
4,of course he makes me feel better 
4,Back from school. NO MORE SCHOOL FOR TWO WEEKS 
4,goodnight all &lt;3 goin to bed gotta get up early and get the fuck out of town tomorrow  canada here  I come
4,@missrogue I'll by drinks for anybody that can pull off Boy Named Sue by Johnnie Cash 
4,Is lying in bed with a babe 
4,Still up. Playin cards with the girls. 
4,@chictopia Let me know what you think- I have a long list of other great designers 
4,@araza13 it could have been one of those miniatures 
4,@JonathanRKnight  Iwas thinking same thing..night all!! 
4,"@comeagainjen hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you "
4,@JonathanRKnight or are you a Mac?  then you could do anything! 
4,@rashmid congratulations!! tht makes a lot of us very very happy. 
4,@colorofviolence yay  i'm happy for you guys....now hurry up and spit out the next one 
4,"@comeagainjen if you dont, neither do i "
4,"@nicolerichie absolutely, my sister used to pretend she was Anne! "
4,Just installed twitterberry on my blackberry bold 
4,Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ
4,...Sweet Dreams!! 
4,"Night, Tweeties...see y'all tomorrow!  "
4,SHAZZAM - Vivvid is 78!  Go Wemb 
4,@dwsmillionthhug I made it in time. Just giving you a hard time 
4,Elvis isn't dead he just took home &quot;quote! MIB 
4,@deepbluesealove I was never an early morning person so I really didnt have anything to get over 
4,"@DefyGravity81 damn B, espanol and francais? you are one talented lady "
4,Is making bad decisions 
4,Dan leapt out of bed to take pictures of the lake. Snow on the ground but warm in the low morning sun. Bacon time 
4,Good Knight Jonathan!  
4,"@nicolerichie YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series "
4,@nick_carter http://fanclub.backstreetboys.com/chat.php  ? is not crazy! we're like 3 persons there! lol
4,Misses his nephew/godson. Come back to me Mr. Malachi. 
4,NOT LONG until our site goes on line  4 more hours to go 
4,@lifechangingliv that is so not nice... Just remember that its your bed i'll be peeing in! enjoy sleeping in the chair... 
4,@JonathanRKnight hope the highway is a smooth one! 
4,@dorkas426 i totally took the change of scenery. it was great. 
4,"@therealnph Hey NPH, whats up with all the strippers you're following? "
4,@mydesire thanks  next time I shall be better prepared LOL
4,Now we just need to get Yvonne a blackberry and a twitter account 
4,"Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?"
4,@TerriCook I have the same problem here .... but with rabbits   #blib
4,@GGGKeri completely agree...Fallout Boy = amazing 
4,Dang. Heroes and The Hills amazed me tonight!  off to do more studying!
4,new to this omg 
4,"stage 1 is just about 100% complete. Naw to wait a few days fo stages 2-4 to come, then BAM! Ill have the hottest hair in z world. "
4,"@butterflyb I must have had a dozen throat coats a few days ago. Ahhh, the Coat. That and Grand Marnier do wonders for me "
4,"received my bday parcel from home! n now i can hav my tang hun, mee sua, udong mee, ligo raisin, ba hu...... "
4,"Just published a new post on my blog, 15 Neat Print and Use Freebies http://twurl.nl/w1kpvd  "
4,@ChoChoMojo  Goodnight Miss Q  you take care  
4,Rye143gg (1:58:00 AM): Lol. Ur really pretty....so pls don't pull a britney &lt;&lt; haha thnx shauna...that made me laugh 
4,I feel so free  watching FRIENDS my favorite show!
4,"Whatta mess! We should have won this! Anyways, not bad after all! We won another series abroad. "
4,TODAY is THE day  Canï¿½t wait to see you Jacqui   Canï¿½t stop singing lady gagaï¿½s poker face. itï¿½s addictive xD. Last day of school today!
4,Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.
4, now I'm happy 
4,@jaredleto trying to survive this day although Im alone at the office this week. Any suggestions from your side to brighten my day?  Thnx.
4,@feh1325 Next you'll be using glue stick as chapstick 
4,@Kjonge GEFELICIDINGEST!!! 
4,@secretfanofu big news Andrew: I'm moving up to SF at the end of the month! So making the most of my last month in LA. 
4,@rentan It can only happen to you. 
4,@bonnie_klide  I just think the cab ride through Sofia and the walk to class will be the most interesting part.  
4,@ninjaguitarsex I'm pretty sure the show part is just for before the show. Then it's like Twitter for the whole NIN fan community. 
4,"@trentvanegas twitter ain't broke, Trent, they got plenty of dough "
4,got my beta code of bumptop need to find a machine to run it  #bumptop
4,"just said bye to Rose. :/ On the upside, we've been together for eleven months. "
4,@tweeterdiva I only have one for now... I'd love to have a herd someday! 
4,@Tammi_LA Miss you! When are you free this week??  Can we do Yuri or something?
4,@briandavidz - I actually want to go to disney. we'll see if i have time 
4,"@heidimontag Glad I could do my part! 1/185k worth...If you'd like to help me Conquer Twitter, I'd be grateful @jazf or http://jazf.com "
4,@contactnaveen this is gr8 news indeed 
4,@MaraBG Goodnight I've enjoyed getting to know you too. Twitter you later 
